Symbol;Name;Sector;Price;Price/Earnings;Dividend Yield;Earnings/Share;52 Week Low;52 Week High;Market Cap;EBITDA;Price/Sales;Sales;Price/Book;SEC Filings
KO;Coca-Cola Company (The);Consumer Staples;43,1;22,8;33.213.644;1,49;48.615;40,22;189855335601.00;8589000000.00;6.822.138;294.034.148;8,65;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO
CTSH;Cognizant Technology Solutions;Information Technology;75,16;22,44;10.454.783;2,54;79,28;54,76;45119684067.00;2946000000.00;39.678.397;2.982.228.319;3,94;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH
CL;Colgate-Palmolive;Consumer Staples;68,95;24,02;22.801.766;2,28;77,91;66,26;61616643498.00;4064000000.00;4.000.737;275.850.816;236,42;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL
CMCSA;Comcast Corp.;Consumer Discretionary;38,19;18,54;18.929.017;4,74;44;34,78;186476996883.00;28675000000.00;21.797.748;832.455.996;2,65;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
CMA;Comerica Inc.;Financials;89,18;18,89;12.823.253;4,13;98,18;64,04;16274969256.00;0.00;4.905.472;437.469.993;1,96;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA
CAG;Conagra Brands;Consumer Staples;35,49;18,2;23.683.476;1,46;41,68;32,16;14379717835.00;1281200000.00;18.294.994;649.289.337;3,86;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
CXO;Concho Resources;Energy;140,09;84,39;0;-11,04;162,91;106,73;22021882339.00;2151190000.00;12.271.951;1.719.177.616;2,61;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO
COP;ConocoPhillips;Energy;53,24;72,93;2.049.254;-0,65;61.315;42.265;65482462410.00;5328000000.00;20.764.177;1.105.484.783;2,16;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP
ED;Consolidated Edison;Utilities;74,73;18,64;38.001.595;4,1;89,7;72,63;23335777662.00;4288000000.00;2.960.244;221.219.034;1,58;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED
STZ;Constellation Brands;Consumer Staples;208,73;30,92;0,9712818;8,71;229,5;152,01;41697453163.00;3033300000.00;5.145.596;1.074.040.253;5,14;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ
GLW;Corning Inc.;Information Technology;28,45;16,45;20.791.416;-0,78;35,1;26,31;25759280346.00;2970000000.00;2.544.682;72.396.203;1,71;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
COST;Costco Wholesale Corp.;Consumer Staples;178,61;30,69;10.917.627;6,09;199,88;150;80439804508.00;5679000000.00;0,61203885;109;7,24;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
COTY;Coty, Inc;Consumer Staples;19,96;24,64;2.860.412;-0,63;21.175;14,24;13101112504.00;211400000.00;20.061.796;400.433.448;1,37;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COTY
CCI;Crown Castle International Corp.;Real Estate;103,81;21,45;3.862.069;1,02;114,97;86,93;44183023189.00;2292600000.00;10.125.291;1.051.106.459;3,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI
CSRA;CSRA Inc.;Information Technology;30,85;15,12;1.275.917;1,83;33,79;27,38;5134501276.00;543000000.00;13.324.839;411.071.283;11,37;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA
CSX;CSX Corp.;Industrials;50,47;21,94;15.102.888;6,07;60,04;45,41;47340511707.00;5003000000.00;4.216.355;212.799.437;4,27;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX
CMI;Cummins Inc.;Industrials;165,73;16,83;25.008.683;8,23;194,18;1.438.301;28669230787.00;2924000000.00;19.406.168;3.216.184.223;3,89;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI
CVS;CVS Health;Consumer Staples;70,55;12,36;26.899.798;4,91;84;66,45;75323141722.00;11704000000.00;0,549852;39;2,13;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS
DHI;D. R. Horton;Consumer Discretionary;44,55;16,32;10.801.469;2,73;53,32;293.716;17390873686.00;1691000000.00;11.931.022;531.527.030;2,17;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI
DHR;Danaher Corp.;Health Care;92,16;22,87;0,5879265;3,53;104,82;78,97;66351150000.00;4339800000.00;3.688.278;339.911.700;2,65;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR
DRI;Darden Restaurants;Consumer Discretionary;91,33;22,72;26.503.997;3,81;100,11;71,7;11745595320.00;997600000.00;15.278.828;1.395.415.361;5,89;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI
DVA;DaVita Inc.;Health Care;71,91;20,55;0;4,3;80,71;52,51;13685178000.00;2252294000.00;11.451.397;823.469.958;2,79;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA
DE;Deere & Co.;Industrials;153,66;23,14;14.866.204;6,64;171,96;106,72;52186628646.00;4053300000.00;23.746.448;3.648.879.200;5,31;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
DAL;Delta Air Lines Inc.;Industrials;51,23;10,37;22.655.525;4,94;60,79;43,81;38393603535.00;8348000000.00;0,91792434;47;2,67;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL
XRAY;Dentsply Sirona;Health Care;56,85;22,65;0,60034305;1,99;68,98;52.535;13390513478.00;-411100000.00;4.626.262;263.002.995;1,8;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY
DVN;Devon Energy Corp.;Energy;34,94;23,93;0,6528836;-6,89;47,25;287.947;19317380000.00;3723000000.00;20.660.408;721.874.656;2,85;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
DLR;Digital Realty Trust Inc;Real Estate;98,96;16,55;35.710.857;2,19;127,23;101.101;21400952517.00;1260662000.00;12.434.961;1.230.563.741;2,32;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR
DFS;Discover Financial Services;Financials;72,4;12,13;18.269.607;5,41;81,93;57,5;27433540000.00;0.00;23.610.325;1.709.387.530;2,52;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS
DISCA;Discovery Communications-A;Consumer Discretionary;22,87;11;0;1,96;30,25;15,99;8763756733.00;2100000000.00;1.804.088;41.259.493;1,5;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
DISCK;Discovery Communications-C;Consumer Discretionary;21,58;10,37;0;1,96;29,18;14,99;8320262123.00;2100000000.00;17.147.918;370.052.070;1,43;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK
DISH;Dish Network;Consumer Discretionary;43,77;16,09;0;3,06;66,5;42,48;21032719056.00;2754331000.00;18.521.843;810.701.068;3,76;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISH
DG;Dollar General;Consumer Discretionary;95,1;21,18;10.625.255;4,43;105,82;65,97;26580644874.00;2457604000.00;15.283.886;1.453.497.559;4,53;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
DLTR;Dollar Tree;Consumer Discretionary;101,58;26,66;0;3,77;116,65;65,63;25151198417.00;2430300000.00;16.097.589;1.635.193.091;4,08;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
D;Dominion Energy;Utilities;73,31;20,42;45.281.997;4,91;85,3;71,59;47543571860.00;6428000000.00;37.954.214;2.782.423.428;2,96;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D
DOV;Dover Corp.;Industrials;96,2;23,87;18.815.053;5,15;109,06;75,51;15566645713.00;1513291000.00;1.986.176;191.070.131;3,59;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV
DWDP;DowDuPont;Materials;68,21;49,43;21.529.746;1,59;77,08;64,01;165203312427.00;5250000000.00;26.922.395;1.836.376.563;1,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DWDP
DPS;Dr Pepper Snapple Group;Consumer Staples;116,93;26,57;19.661.016;4,54;126,65;83,23;21209783858.00;1507000000.00;42.149.186;4.928.504.319;9,99;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS
DTE;DTE Energy Co.;Utilities;98,49;19,12;35.559.585;4,82;116,74;96,56;17808073691.00;2790000000.00;19.091.922;1.880.363.398;1,95;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
DUK;Duke Energy;Utilities;74,32;16,7;47.849.464;3,12;91,8;72,93;52078185682.00;9895000000.00;29.348.857;2.181.207.052;1,27;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
DRE;Duke Realty Corp;Real Estate;24,52;19,77;31.533.308;0,88;30,14;24,73;9035293365.00;529483000.00;16.077.257;394.214.342;1,94;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE
DXC;DXC Technology;Information Technology;91,92;79,93;0,7493755;-0,89;102,95;67,76;27408621020.00;1628000000.00;19.598.055;1.801.453.216;2,26;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC
ETFC;E*Trade;Financials;48,48;22,14;0;2,15;56;32,25;13754977266.00;0.00;5.689.136;275.809.313;2,15;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
EMN;Eastman Chemical;Materials;93,57;12,28;22.630.835;10,12;104,08;76,02;14226830813.00;2152000000.00;14.904.785;1.394.640.732;2,78;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
ETN;Eaton Corporation;Industrials;79,41;17,08;29.404.557;6,68;89,85;69,45;35961772000.00;4253000000.00;18.161.736;1.442.223.456;2,17;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN
EBAY;eBay Inc.;Information Technology;41,02;24,86;0;-1,07;46,99;31,89;44216696399.00;2941000000.00;46.720.185;1.916.461.989;3,8;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY
ECL;Ecolab Inc.;Materials;127,76;28,08;12.319.711;4,14;140,5;119,61;38460272282.00;2848600000.00;37.360.687;4.773.201.371;5,28;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL
EIX;Edison Int'l;Utilities;58,07;13,23;40.542.803;3,96;83,38;58,76;19447670886.00;4284000000.00;2.161.095;125.494.787;1,59;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX
EW;Edwards Lifesciences;Health Care;123,78;32,57;0;2,88;138,48;89,2;27447099863.00;1156700000.00;78.283.277;9.689.904.027;8,48;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW
EA;Electronic Arts;Information Technology;116,54;34,48;0;3,07;131,01;81,27;37890226992.00;1560000000.00;74.415.817;8.672.419.313;8,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA
EMR;Emerson Electric Company;Industrials;66,4;25,74;2.813.225;2,35;74,45;56,77;44040298425.00;2542000000.00;36.707.752;2.437.394.733;5,01;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
ETR;Entergy Corp.;Utilities;72,02;10,65;4.892.126;-3,26;87,95;69,63;13116894887.00;880700000.00;15.543.115;1.119.415.142;1,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR
EVHC;Envision Healthcare;Health Care;35,34;10,91;0;-0,48;73;23,77;4212729247.00;827200000.00;1.227.099;43.365.679;0,64;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVHC
EOG;EOG Resources;Energy;101,04;246,44;0,63339007;-1,98;119;81,99;61164030149.00;3692749000.00;802.302;81.064.594;4,55;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG
EQT;EQT Corporation;Energy;46,25;53,16;0,2518363;-2,69;67,84;47,13;12638828950.00;1518305000.00;64.987.307;3.005.662.949;2,15;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT
EFX;Equifax Inc.;Industrials;114;19,03;13.265.306;4,04;147,02;90,72;14121334618.00;1141200000.00;56.338.058;6.422.538.612;4,59;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX
EQIX;Equinix;Real Estate;409,98;23,06;18.775.817;1,77;495.345;361,9;33333813618.00;1687152000.00;10.639.136;4.361.832.977;5,14;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX
EQR;Equity Residential;Real Estate;55,26;17,6;35.437.918;1,63;70.455;56,07;20925508143.00;1710686000.00;8.593.619;474.883.386;2,09;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR
ESS;Essex Property Trust, Inc.;Real Estate;218,28;18,66;32.138.102;6,27;270,04;214,03;14383525286.00;1237886000.00;141.830.845;30.958.836.847;2,3;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS
EL;Estee Lauder Cos.;Consumer Staples;131,46;37,78;11.283.498;3,35;138,74;81,69;49543264457.00;2478000000.00;39.522.583;5.195.638.761;10,82;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL
RE;Everest Re Group Ltd.;Financials;241,06;27,24;21.078.234;23,71;277,17;208,81;10131892523.00;0.00;20.991.988;5.060.328.627;1,16;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RE
ES;Eversource Energy;Utilities;56,11;18,22;33.397.784;2,96;66,15;55,2;18027633617.00;2738713000.00;31.134.193;1.746.939.569;1,68;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES
EXC;Exelon Corp.;Utilities;35,98;14,51;38.174.274;1,23;42,67;33,3;34734816899.00;8548000000.00;13.933.871;501.340.679;1,26;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC
EXPE;Expedia Inc.;Consumer Discretionary;123,03;30,99;0,92785895;1,81;161;115,55;19722178609.00;1481458000.00;25.074.897;3.084.964.578;4,14;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE
EXPD;Expeditors International;Industrials;60,36;25,26;13.520.038;2,36;67,54;51,96;11040678071.00;721643000.00;2.190.319;132.207.655;5,55;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD
ESRX;Express Scripts;Health Care;73,35;10,72;0;5,39;83.485;55,8;42449656350.00;7309300000.00;0,57588416;42;2,65;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX
EXR;Extra Space Storage;Real Estate;77,56;18,12;3.879.632;2,92;88,56;71,34;10133547517.00;717468000.00;12.204.818;946.605.684;4,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR
XOM;Exxon Mobil Corp.;Energy;76,07;21,37;40.031.195;1,88;89,3;76,05;326148660000.00;39052000000.00;17.701.944;1.346.586.880;1,85;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
FFIV;F5 Networks;Information Technology;137,25;21,21;0;6,51;149,5;114,63;8744185796.00;629940000.00;41.203.604;5.655.194.649;6,86;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV
FB;Facebook, Inc.;Information Technology;171,58;27,9;0;5,39;195,32;132,44;523423036576.00;23624000000.00;13.241.967;2.272.056.698;7,08;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB
FAST;Fastenal Co;Industrials;52,15;27,02;27.798.648;2,01;57.815;39,79;15311373377.00;1009600000.00;3.472.977;181.115.751;7,39;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST
FRT;Federal Realty Investment Trust;Real Estate;108,11;18,35;35.925.992;3,5;143,79;109,74;8077368506.00;540767000.00;12.898.601;1.394.467.754;3,98;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT
FDX;FedEx Corporation;Industrials;239,27;19,45;0,7963368;11,07;274,66;182,89;67280478816.00;8062000000.00;10.751.684;2.572.555.431;3,9;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX
FIS;Fidelity National Information Services;Information Technology;92,74;22,08;1.322.724;1,72;103,65;77,63;32308459680.00;2782000000.00;47.038.417;4.362.342.793;3,25;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS
FITB;Fifth Third Bancorp;Financials;31,1;16,9;19.789.734;2,85;33,91;23,2;22437653700.00;0.00;28.802.848;895.768.573;1,46;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB
FE;FirstEnergy Corp;Utilities;30,64;11,18;4.673.807;-14,49;35,22;27,93;13706075072.00;-5067000000.00;12.994.481;398.150.898;2,19;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE
FISV;Fiserv Inc;Information Technology;133,05;27,32;0;4,14;144,2;106,2;26918949723.00;1911000000.00;6.518.713;867.314.765;11,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV
FLIR;FLIR Systems;Information Technology;46,46;25,53;12.396.694;1,21;52,88;33,75;6706992926.00;375267000.00;5.137.961;238.709.668;3,52;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR
FLS;Flowserve Corporation;Industrials;40,82;26,17;18.291.216;1,12;51,92;37,51;5427884956.00;463066000.00;20.803.037;849.179.970;3,15;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS
FLR;Fluor Corp.;Industrials;55,31;19,9;14.726.508;1,99;62,09;370.351;7978485059.00;709756000.00;0,5516402;31;2,4;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR
FMC;FMC Corporation;Materials;80,87;32,48;0,785995;1,56;98,7;56,53;11273961835.00;557800000.00;60.089.035;4.859.400.260;5,26;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC
FL;Foot Locker Inc;Consumer Discretionary;45,88;9,5;25.827.951;4,91;77,86;28,42;5819080328.00;957000000.00;10.362.948;475.452.054;;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL
F;Ford Motor;Consumer Discretionary;10,43;5,89;67.843.866;1,9;13,48;10,19;42414328338.00;9281000000.00;0,27054095;3;1,26;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F
FTV;Fortive Corp;Industrials;69,14;25,05;0,39057052;2,46;76,68;548.844;24916503061.00;1508300000.00;51.682.673;3.573.340.011;7,17;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV
FBHS;Fortune Brands Home & Security;Industrials;62,44;20,27;12.618.296;3,04;73,62;55,25;9624169008.00;814500000.00;18.434.572;1.151.054.676;3,76;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS
BEN;Franklin Resources;Financials;38;12,67;2.332.657;3;47,65;37,01;21759187973.00;2711300000.00;3.399.101;129.165.838;1,83;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN
FCX;Freeport-McMoRan Inc.;Materials;17,16;14,67;11.198.208;1,24;20,25;11,05;25853969330.00;5347000000.00;16.538.345;283.798.000;3,66;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX
GPS;Gap Inc.;Consumer Discretionary;31,17;15,35;28.203.557;1,69;35,68;21,02;12684517721.00;1959000000.00;11.289.738;351.901.133;3,93;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS
GRMN;Garmin Ltd.;Consumer Discretionary;61,13;21,23;32.339.885;2,69;64,96;48,5;11840331607.00;736798000.00;5.319.881;325.204.326;3,14;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN
IT;Gartner Inc;Information Technology;114,26;36,86;0;2,31;142,16;97,96;10828314389.00;234935000.00;4.894.499;559.245.456;13,47;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT
GD;General Dynamics;Industrials;206,05;20,71;15.631.542;9,55;229,54;181,94;64180390701.00;4618000000.00;20.481.362;4.220.184.640;5,45;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD
GE;General Electric;Industrials;14,45;13,76;3.147.541;-0,72;30,59;14,71;132249296250.00;-206000000.00;10.887.611;157.325.979;1,7;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
GGP;General Growth Properties Inc.;Real Estate;21,62;13,86;4.005.462;1,34;25,72;18,83;21018887283.00;1740540000.00;17.003.777;367.621.659;2,57;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP
GIS;General Mills;Consumer Staples;53,99;17,53;35.864.594;2,77;63,73;49,65;31098243069.00;3107600000.00;20.389.178;1.100.811.720;7,26;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS
GM;General Motors;Consumer Discretionary;40,75;6,58;35.857.513;6;46,76;31,92;61536606173.00;23541000000.00;0,5633218;23;1,33;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
GPC;Genuine Parts;Consumer Discretionary;96,31;21,17;27.198.548;4,6;107,75;79,86;14554321748.00;1201517000.00;1.212.236;116.750.449;4,33;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC
GILD;Gilead Sciences;Health Care;78,22;8,16;2.754.954;9,95;89,54;63.759;108106822109.00;17590000000.00;52.087.464;4.074.281.434;4,12;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD
GPN;Global Payments Inc.;Information Technology;100,59;27,86;0,037622273;1,58;113,26;76,47;16920023264.00;960345000.00;5.775.833;580.991.041;4,73;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN
GS;Goldman Sachs Group;Financials;246,35;12,44;11.668.612;8,61;273,79;209,62;96978500251.00;0.00;2.309.415;568.924.385;1,25;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS
GT;Goodyear Tire & Rubber;Consumer Discretionary;30,75;9,92;16.731.402;4,74;37,2;28,81;8244568238.00;2044000000.00;0,72725976;22;1,65;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT
GWW;Grainger (W.W.) Inc.;Industrials;258,6;22,57;19.700.643;10,02;298.145;155;14639308205.00;1279846000.00;13.995.146;3.619.144.756;8,1;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW
HAL;Halliburton Co.;Energy;47,41;38,86;14.489.837;-0,53;57,86;38.181;43356557470.00;2910000000.00;21.424.224;1.015.722.460;4,74;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL
HBI;Hanesbrands Inc;Consumer Discretionary;19,57;10,04;27.322.404;1,41;25,73;18,9;8006268615.00;926153000.00;16.339.768;319.769.260;6,17;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI
HOG;Harley-Davidson;Consumer Discretionary;47,54;13,7;30.218.647;2,98;63,4;44,52;8158949890.00;1058817000.00;166.195;7.900.910;4,31;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG
HRS;Harris Corporation;Information Technology;149,84;26,38;14.922.442;4,43;160,67;104,16;18140726600.00;1368000000.00;29.516.637;4.422.772.888;5,88;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS
HIG;Hartford Financial Svc.Gp.;Financials;53,34;14,34;17.901.897;2,27;59,2;46,35;19926305632.00;0.00;13.939.538;743.534.957;1,15;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG
HAS;Hasbro Inc.;Consumer Discretionary;96,48;20,57;22.304.833;4,34;116,2;87,92;12732072001.00;1028425000.00;32.375.681;3.123.605.703;5,82;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS
HCA;HCA Holdings;Health Care;95,97;14,07;14.227.642;5,94;106,84;71,18;34449052800.00;8202000000.00;0,7251921;70;;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA
HCP;HCP Inc.;Real Estate;22,64;10,99;6.330.197;1,33;33,67;22,8;10967755538.00;1412684000.00;8.127.109;183.997.748;1,97;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP
HP;Helmerich & Payne;Energy;64,87;-54,51;41.499.925;-1,2;75,02;42,16;7345243806.00;483673000.00;37.385.862;2.425.220.868;1,62;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP
HSIC;Henry Schein;Health Care;70,85;19,85;0;3,1;93.495;65,28;11452961984.00;1033985000.00;1.262.194;89.426.445;3,74;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC
HES;Hess Corporation;Energy;43;-9,33;22.670.596;-19,94;55,48;37,25;14016129999.00;-819000000.00;3.780.475;162.560.425;1,08;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES
HPE;Hewlett Packard Enterprise;Information Technology;15,04;11,57;19.280.206;0,21;24,88;12.815;24800859640.00;3683000000.00;14.609.766;219.730.881;1,06;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE
HLT;Hilton Worldwide Holdings Inc;Consumer Discretionary;78,66;36,42;0,7315289;1,05;88,11;55,79;26242415796.00;2815000000.00;37.628.453;2.959.854.113;17,67;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT
HOLX;Hologic;Health Care;38,8;19,21;0;2,64;46,8;35,76;11181493750.00;1561000000.00;480.335;18.636.998;4;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX
HD;Home Depot;Consumer Discretionary;181,22;28,1;18.610.487;6,46;207.605;136,82;223378633329.00;16513000000.00;28.964.398;5.248.928.206;84,08;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD
HON;Honeywell Int'l Inc.;Industrials;146,02;20,68;19.710.299;2,08;165,13;119,31;114422168609.00;8333000000.00;28.267.899;4.127.678.612;5,71;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON
HRL;Hormel Foods Corp.;Consumer Staples;32,21;20,39;22.907.758;1,57;38;29,75;17338613096.00;1422305000.00;25.174.792;810.880.050;3,49;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL
HST;Host Hotels & Resorts;Real Estate;18,75;11,23;41.131.105;1,02;21,53;17,26;14394715334.00;1547000000.00;35.549.128;666.546.150;2,02;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST
HPQ;HP Inc.;Information Technology;19,92;12,07;26.270.628;1,49;24,1;15,39;34895294088.00;3700000000.00;0,8954903;18;0,66;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ
HUM;Humana Inc.;Health Care;262,37;22,39;0,6040015;4,06;293,35;189,01;36973617235.00;0.00;0,9256895;243;3,33;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM
HBAN;Huntington Bancshares;Financials;15,1;15,41;28.132.992;1;16,53;12,14;16766497291.00;0.00;35.112.102;530.192.740;1,72;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN
HII;Huntington Ingalls Industries;Industrials;225,37;18,75;12.264.713;12,15;253,44;183,42;10628247899.00;1107000000.00;18.924.941;4.265.113.953;6,04;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII
