Symbol;Name;Sector;Price;Price/Earnings;Dividend Yield;Earnings/Share;52 Week Low;52 Week High;Market Cap;EBITDA;Price/Sales;Sales;Price/Book;SEC Filings
PCG;PG&E Corp.;Utilities;38,24;8,75;0;2,78;71,57;38,45;20309412381.00;6471000000.00;15.730.644;601.539.827;1,09;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG
PM;Philip Morris International;Consumer Staples;100,39;22,36;4.328.479;4,48;123,55;96,66;153580671803.00;11802000000.00;27.574.685;2.768.222.627;1318,7;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM
PSX;Phillips 66;Energy;92,44;21,11;2.928.564;9,93;107,47;75.135;47996220000.00;5311000000.00;0,47499472;44;2,12;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
PNW;Pinnacle West Capital;Utilities;74,34;16,06;3.698.776;3,95;92,48;73,81;8397609889.00;1614399000.00;29.931.207;2.225.085.928;1,65;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW
PXD;Pioneer Natural Resources;Energy;169,16;118,29;0,1816118;-3,39;199,83;125,46;29983119693.00;1717000000.00;67.890.477;11.484.353.089;2,76;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD
PNC;PNC Financial Services;Financials;149,38;17,55;19.354.838;10,4;160,07;115,25;73315000000.00;0.00;404.653;60.447.065;1,53;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC
RL;Polo Ralph Lauren Corp.;Consumer Discretionary;101,32;17,74;18.570.102;-1,19;119,33;66,06;8753430477.00;506100000.00;13.948.758;1.413.288.161;2,44;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL
PPG;PPG Industries;Materials;110,3;18,73;15.771.489;6,31;1.220.697;99,57;29043337549.00;2585000000.00;19.551.051;2.156.480.925;4,83;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG
PPL;PPL Corp.;Utilities;29,52;12,83;52.196.894;2,79;40,2;29.205;20839814845.00;3937000000.00;37.497.053;1.106.913.005;1,95;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL
PX;Praxair Inc.;Materials;144,07;24,63;21.998.534;4,32;166,95;115,53;42948664203.00;3632000000.00;3.887.915;560.131.914;6,88;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PX
PCLN;Priceline.com Inc;Consumer Discretionary;1806,06;24,26;0;42,66;2067,99;1589;91817448863.00;4803487000.00;9.176.564;16.573.425.178;6,92;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCLN
PFG;Principal Financial Group;Financials;60,38;11,96;31.914.895;4,5;75.585;589.401;18457199721.00;0.00;17.167.546;1.036.576.427;1,53;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG
PG;Procter & Gamble;Consumer Staples;80,22;20,46;33.704.789;5,6;94,67;80,1;206318943299.00;17249000000.00;31.595.004;2.534.551.221;3,85;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
PGR;Progressive Corp.;Financials;51,07;20,76;21.061.797;2,73;58,25;36,84;31062780000.00;0.00;11.458.876;585.204.797;3,25;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR
PLD;Prologis;Real Estate;58,33;20,76;2.931.379;3,06;67,53;48,69;31953288000.00;2969194000.00;14.380.373;838.807.157;2,11;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD
PRU;Prudential Financial;Financials;103,38;9,99;26.985.698;9,73;127,14;97,88;47136080000.00;0.00;1.083.727;112.035.697;0,93;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU
PEG;Public Serv. Enterprise Inc.;Utilities;46,73;16,11;360.587;1,75;53,28;41,67;24138050331.00;3613000000.00;34.491.453;1.611.785.599;1,88;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
PSA;Public Storage;Real Estate;180,49;18,21;4.316.159;6,81;232,21;1.809.254;32258539942.00;1924803000.00;1.616.417;291.747.104;6,56;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA
PHM;Pulte Homes Inc.;Consumer Discretionary;28,67;12,86;12.036.108;1,44;35,21;21,06;8792572352.00;992811000.00;10.341.544;296.492.066;1,99;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM
PVH;PVH Corp.;Consumer Discretionary;142,68;20,98;0,100529455;6,77;157,96;84,53;11478625926.00;1057500000.00;17.617.522;2.513.668.039;2,14;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH
QRVO;Qorvo;Information Technology;76,85;19,71;0;-0,13;85,24;62,68;9877885146.00;806875000.00;3.389.142;260.455.563;1,98;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO
QCOM;QUALCOMM Inc.;Information Technology;62,42;16,51;35.055.351;1,65;69,28;48,92;96282828902.00;4191000000.00;4.263.658;266.137.532;3,82;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
PWR;Quanta Services Inc.;Industrials;33,51;17,54;0;1,28;40.105;30,23;5330131216.00;649404000.00;0,77893436;26;1,43;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR
DGX;Quest Diagnostics;Health Care;96,42;17,07;19.884.669;5,5;112.965;90,1;13578300000.00;1453000000.00;17.709.883;1.707.586.919;2,82;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX
RRC;Range Resources Corp.;Energy;12,82;35,61;0,6097561;-2,79;34,09;12,7;3255587970.00;820095000.00;19.624.339;251.584.026;0,59;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRC
RJF;Raymond James Financial Inc.;Financials;86,06;16,94;10.982.976;4,12;99,1;71,35;13216271700.00;0.00;19.734.555;1.698.355.803;2,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF
RTN;Raytheon Co.;Industrials;198,74;25,78;15.612.764;6,95;213,45;147,86;59066255840.00;3868000000.00;22.938.328;4.558.763.307;5,28;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN
O;Realty Income Corporation;Real Estate;47,56;15,54;5.372.036;1,12;63,6;48,89;13784942453.00;1075568000.00;15.588.069;741.368.562;1,92;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O
RHT;Red Hat Inc.;Information Technology;124,65;79,9;0;1,68;135,77;78,48;22799923883.00;541809000.00;8.202.077;1.022.388.898;15,69;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT
REG;Regency Centers Corporation;Real Estate;55,58;15,27;36.850.338;1,43;72,05;56,66;9858367494.00;487636000.00;13.762.162;764.900.964;1,51;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG
REGN;Regeneron;Health Care;322,62;27,93;0;7,74;5.435.518;319,5;35950369241.00;2043160000.00;848.541;273.756.297;5,89;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN
RF;Regions Financial Corp.;Financials;17,9;17,9;18.987.342;1;19,9;13;21500640000.00;0.00;3.474.771;62.198.401;1,32;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RSG;Republic Services Inc;Industrials;62,72;26,13;21.362.228;1,77;69,4;57,53;21590903863.00;2734000000.00;28.841.186;1.808.919.186;2,83;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG
RMD;ResMed;Health Care;89,26;31,54;15.120.423;2,41;104,78;67,04;13233622689.00;636942000.00;61.640.687;5.502.047.722;6,61;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD
RHI;Robert Half International;Industrials;52,26;20,18;17.075.773;2,32;60,59;42,92;7047165475.00;565196000.00;13.330.402;696.646.809;5,98;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI
ROK;Rockwell Automation Inc.;Industrials;178,73;26,48;17.692.552;6,35;210,72;147,67;24123216432.00;1323200000.00;3.760.594;672.130.966;10,94;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK
COL;Rockwell Collins;Industrials;133,31;22,29;0,9748892;4,8;139,63;89,9;22197870556.00;1696000000.00;3.781.273;504.081.504;3,46;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COL
ROP;Roper Technologies;Industrials;259,4;27,57;0,61985797;9,38;290.415;191,22;27247789759.00;1555209000.00;59.715.905;15.490.305.757;4,23;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP
ROST;Ross Stores;Consumer Discretionary;75,06;26,52;0,82061803;2,83;85,66;52,85;29803566306.00;2247009000.00;29.734.495;2.231.871.195;10,28;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST
RCL;Royal Caribbean Cruises Ltd;Consumer Discretionary;122,45;16,26;18.674.136;7,53;135,65;93,4;27418147452.00;2876309000.00;31.026.611;3.799.208.517;2,56;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL
SPGI;S&P Global, Inc.;Financials;173,31;27,38;10.947.506;7,95;185,38;124,64;46585950000.00;3021000000.00;10.254.704;1.777.242.750;50,56;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI
CRM;Salesforce.com;Information Technology;104,03;520,15;0;0,27;114,52;79,63;79489115000.00;925804000.00;103.738.785;10.791.945.804;8,81;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM
SBAC;SBA Communications;Real Estate;159,85;199,81;0;0,62;177,67;103,51;19572031314.00;1074240000.00;15.189.207;2.427.994.739;91,04;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC
SCG;SCANA Corp;Utilities;35,6;8,75;66.830.335;4,16;71,28;35,31;5229448882.00;1459000000.00;1.651.705;58.800.698;0,92;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCG
SLB;Schlumberger Ltd.;Energy;67,4;44,93;28.673.835;-1,08;82,71;61,02;96529311126.00;3222000000.00;32.297.828;2.176.873.607;2,64;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB
SNI;Scripps Networks Interactive Inc.;Consumer Discretionary;86,46;16,04;13.761.468;5,18;88,87;64,87;11328642413.00;1351059000.00;4.374.079;378.182.870;4,22;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNI
STX;Seagate Technology;Information Technology;47,44;11,51;5.085.772;2,58;56,45;30,6;14113197720.00;1811000000.00;13.048.558;619.023.592;13,33;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX
SEE;Sealed Air;Materials;42,62;21,31;14.427.412;2,46;50,62;41,22;8001938397.00;969700000.00;24.700.067;1.052.716.856;10,55;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE
SRE;Sempra Energy;Utilities;103,36;19,14;31.607.263;5,45;122.975;100,63;26163862235.00;3763000000.00;315.303;32.589.718;1,98;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE
SHW;Sherwin-Williams;Materials;387,65;26,75;0,8426688;18,61;435,15;3.020.101;37730994828.00;2160668000.00;25.276.077;9.798.271.249;13,42;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW
SIG;Signet Jewelers;Consumer Discretionary;49,38;6,65;24.730.754;7,03;77,94;46,09;3034275549.00;852700000.00;0,7564699;37;1,38;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SIG
SPG;Simon Property Group Inc;Real Estate;152,18;13,56;50.368.075;6,25;187,35;150,15;48139839531.00;4411515000.00;8.754.495;1.332.259.049;13,24;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG
SWKS;Skyworks Solutions;Information Technology;99,04;16,45;12.629.502;5,41;117,65;90,53;18493080922.00;1122900000.00;69.704.437;6.903.527.440;4,25;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS
SLG;SL Green Realty;Real Estate;90,61;14,07;34.998.922;0,88;115,34;91,2;8617714345.00;795889000.00;65.820.084;5.963.957.811;1,32;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG
SNA;Snap-On Inc.;Consumer Discretionary;156,72;15,81;1.968.433;9,2;185,47;140,83;9499107736.00;982200000.00;35.114.813;5.503.193.493;3,21;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA
SO;Southern Co.;Utilities;43,4;15,78;53.530.226;2,53;53,51;42,63;43497224128.00;6012000000.00;25.080.602;1.088.498.127;1,82;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
LUV;Southwest Airlines;Industrials;55,63;15,89;0,863707;5,82;66.985;49,76;34351211637.00;4533000000.00;16.294.897;906.485.120;3,84;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
SWK;Stanley Black & Decker;Consumer Discretionary;152,86;20,57;15.775.635;8,05;176,62;121,09;24496399600.00;2264600000.00;1.944.325;297.209.520;3,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK
SBUX;Starbucks Corp.;Consumer Discretionary;53,77;25,98;2.203.452;1,97;64,87;52,58;76548976000.00;7361500000.00;34.392.443;1.849.281.660;13,36;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX
STT;State Street Corp.;Financials;98,54;15,35;16.228.749;5,23;114,27;75,27;38059113300.00;0.00;3.263.072;321.543.115;1,95;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT
SRCL;Stericycle Inc;Industrials;70,55;16,26;0;2,08;88;61,25;6218560288.00;305085000.00;22.607.324;1.594.946.708;2,15;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRCL
SYK;Stryker Corp.;Health Care;148,01;23,46;12.234.008;2,68;170;122,01;57509096756.00;2863000000.00;4.635.566;686.110.124;5,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK
STI;SunTrust Banks;Financials;65,8;16,25;23.185.046;4,48;72,06;51,96;32498948310.00;0.00;33.089.445;2.177.285.481;1,38;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STI
SYMC;Symantec Corp.;Information Technology;25,59;39,37;11.286.682;-0,17;34,2;25,65;16520497264.00;1227000000.00;35.516.493;908.867.056;3,36;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYMC
SYF;Synchrony Financial;Financials;34,98;13,35;1,6;2,41;40,59;26,01;28893750000.00;0.00;21.096.623;737.959.873;1,97;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF
SNPS;Synopsys Inc.;Information Technology;82,62;67,72;0;0,87;94,8;64,75;12767067883.00;579844000.00;6.276.264;518.544.932;3,98;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS
SYY;Sysco Corp.;Consumer Staples;57;22,98;24.644.873;2,08;64,27;48,85;30445320778.00;2988725000.00;0,7295535;42;13,4;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY
TROW;T. Rowe Price Group;Financials;101,99;19,92;2.140.443;4,75;120,07;66,7;25810865035.00;2281400000.00;73.911.157;7.538.198.902;4,61;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW
TPR;Tapestry, Inc.;Consumer Discretionary;48,85;;0;2,09;50,71;36,69;14247199374.00;0.00;40.785.494;1.992.371.382;4,35;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR
TGT;Target Corp.;Consumer Discretionary;71,11;14,19;33.856.654;4,71;78,7;48,56;39816696539.00;7105000000.00;0,8047394;57;3,45;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT
TEL;TE Connectivity Ltd.;Information Technology;95,27;19,72;16.062.645;4,71;108,23;71,93;34983666316.00;2797000000.00;25.734.365;2.451.712.954;3,6;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL
FTI;TechnipFMC;Energy;29,1;18,77;17.060.367;0;35;24,53;14163064455.00;540167833.42;1.561.575;45.441.833;1,06;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI
TXN;Texas Instruments;Information Technology;97,66;24,05;24.318.495;3,6;120,75;74,52;100262526470.00;7013000000.00;69.572.234;6.794.424.372;9,32;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN
TXT;Textron Inc.;Industrials;55,54;22,13;0,1381454;1,14;62,19;45;15254672353.00;1454000000.00;10.645.695;591.261.900;2,57;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT
BK;The Bank of New York Mellon Corp.;Financials;53,29;14,76;17.347.307;3,73;58,99;44,91;56083904906.00;0.00;33.834.257;1.803.027.556;1,49;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK
CLX;The Clorox Company;Consumer Staples;127,76;23,44;26.286.967;5,33;150,4;124,09;16540418002.00;1295000000.00;2.798.683;357.559.740;21,62;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX
COO;The Cooper Companies;Health Care;223,17;22,96;0,026033757;7,52;256,39;187,02;11297958140.00;615700000.00;68.538.465;15.295.729.234;3,57;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO
HSY;The Hershey Company;Consumer Staples;97,65;20,51;26.494.346;3,66;116,49;98.851;20867272020.00;1404123000.00;28.396.711;2.772.938.829;25,64;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY
MOS;The Mosaic Company;Materials;24,13;23,66;0,3960396;0,85;34,36;19,23;9726962131.00;1165100000.00;18.161.958;438.248.047;0,94;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
TRV;The Travelers Companies Inc.;Financials;135,01;16,48;20.261.714;7,31;150,55;113,76;38903131815.00;0.00;133.382;18.007.904;1,63;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV
DIS;The Walt Disney Company;Consumer Discretionary;101,35;17,78;16.036.655;5,7;116,1;96,2;157817273295.00;12544000000.00;39.635.563;4.017.064.310;3,82;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
TMO;Thermo Fisher Scientific;Health Care;198,73;21,84;0,3276319;5,6;226,44;151,69;83226586345.00;4751300000.00;4.015.666;798.033.304;3,38;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO
TIF;Tiffany & Co.;Consumer Discretionary;99,62;27;19.402.406;3,55;111,44;77,93;12810515320.00;949500000.00;4.516.748;449.958.436;3,97;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TIF
TWX;Time Warner Inc.;Consumer Discretionary;93,02;15,35;16.927.768;6,62;103,9;85,88;74185800000.00;7671000000.00;23.735.986;2.207.921.418;2,73;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TWX
TJX;TJX Companies Inc.;Consumer Discretionary;74,36;21,01;164.042;3,46;81,46;66,44;48181450881.00;4600216000.00;19.293.598;1.434.671.947;10,35;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX
TMK;Torchmark Corp.;Financials;80,52;17,02;0,7204611;4,5;93.595;73,53;9614412169.00;0.00;31.079.664;2.502.534.545;1,88;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMK
TSS;Total System Services;Information Technology;81,17;25,85;0,6091133;3,16;89,92;50,96;15694951118.00;1097534000.00;3.175.548;257.759.231;6,57;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSS
TSCO;Tractor Supply Company;Consumer Discretionary;65,94;19,57;16.030.874;3,3;82,68;49,87;8459271203.00;859519000.00;11.642.125;767.681.723;6,01;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO
TDG;TransDigm Group;Industrials;283;23,76;0;7,92;321,38;203,72;15241203731.00;1635916000.00;4.268.832;1.208.079.456;;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDG
TRIP;TripAdvisor;Consumer Discretionary;40,05;58,04;0;0,81;53,29;29,5;5700998508.00;234000000.00;45.925.775;1.839.327.289;3,49;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRIP
FOXA;Twenty-First Century Fox Class A;Consumer Discretionary;34,56;17,81;0,9983361;1,59;39.135;24,81;44027094922.00;5280000000.00;21.080.317;728.535.756;4,11;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA
FOX;Twenty-First Century Fox Class B;Consumer Discretionary;34,09;17,57;10.084.034;1,59;38,56;24,3;66135313503.00;5280000000.00;31.654.842;1.079.113.564;4,04;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX
TSN;Tyson Foods;Consumer Staples;73,92;13,92;16.353.229;4,79;84,65;57,2;26957526800.00;2521000000.00;0,93730986;69;2,55;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN
USB;U.S. Bancorp;Financials;52,65;15,35;2.189.781;3,52;58,5;49.535;90940115897.00;0.00;37.773.547;1.988.777.250;2,09;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB
UDR;UDR Inc;Real Estate;32,92;17,79;3.668.639;1,08;40,71;33,31;9050154422.00;665141000.00;12.365.829;407.083.091;3,27;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR
ULTA;Ulta Salon Cosmetics & Fragrance Inc;Consumer Discretionary;209,09;32,07;0;6,52;314,86;187,96;13300000127.00;1002093000.00;33.779.113;7.062.874.737;8,04;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA
UAA;Under Armour Class A;Consumer Discretionary;13,14;32,05;0;0,45;23,46;11,4;5856913571.00;399277000.00;1.602.308;21.054.327;2,72;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA
UA;Under Armour Class C;Consumer Discretionary;11,95;29,15;0;0,45;21.805;10,36;5366628950.00;399277000.00;14.738.787;176.128.505;2,5;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UA
UNP;Union Pacific;Industrials;124,86;22,06;2.062.655;13,52;143,05;101,06;101513290382.00;10169000000.00;48.605.075;6.068.829.665;;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP
UAL;United Continental Holdings;Industrials;63,37;8,85;0;7,05;83,04;56,51;19363059152.00;5929000000.00;0,5020496;32;2,09;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL
UNH;United Health Group Inc.;Health Care;216,46;21,47;13.284.917;10,71;250,79;156,49;218834811333.00;17454000000.00;10.903.316;2.360.131.781;4,71;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH
UPS;United Parcel Service;Industrials;109,28;18,27;29.666.696;5,62;135,53;102,12;96436356833.00;7919000000.00;14.744.618;1.611.291.855;64,7;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS
URI;United Rentals, Inc.;Industrials;161,99;16,33;0;15,72;189;100.621;14654954091.00;2760000000.00;21.782.618;3.528.566.290;4,53;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI
UTX;United Technologies;Industrials;127,48;19,26;21.216.943;5,7;139,24;107,05;105387272474.00;10584000000.00;17.324.123;2.208.479.200;3,4;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTX
UHS;Universal Health Services, Inc.;Health Care;114,87;15,36;0,34153005;7,14;129,74;95,26;11116075286.00;1676204000.00;13.158.662;1.511.535.504;2,21;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS
UNM;Unum Group;Financials;47,87;11,51;18.189.007;4,38;58,73;43,55;11256432318.00;0.00;0,9984924;48;1,19;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM
VFC;V.F. Corp.;Consumer Discretionary;78,75;25,9;22.865.665;2,55;82,95;48,05;31797645904.00;1624441000.00;37.110.944;2.922.486.840;7,89;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC
VLO;Valero Energy;Energy;86,77;18,74;35.618.877;9,24;99,95;60,69;39312309113.00;5401000000.00;0,4211918;37;1,93;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO
VAR;Varian Medical Systems;Health Care;112,82;29,93;0;2,69;130,29;77,73;10692681720.00;500600000.00;39.652.252;4.473.567.071;7,32;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAR
VTR;Ventas Inc;Real Estate;50,92;12,21;5.965.641;1,86;72,36;51,8;18865999082.00;1935931000.00;70.740.495;3.602.106.005;1,76;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR
VRSN;Verisign Inc.;Information Technology;105,62;29,5;0;3,43;118,28;81,17;10754983829.00;767864000.00;12.401.829;1.309.881.179;10,82;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN
VRSK;Verisk Analytics;Industrials;92,28;28,84;0;3,45;100,54;75,6;15594677147.00;1011200000.00;9.935.474;916.845.541;9,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK
VZ;Verizon Communications;Telecommunication Services;49,04;13,08;4.626.544;7,36;54,77;42,8;208092277044.00;45745000000.00;16.452.544;806.832.758;7,96;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ
VRTX;Vertex Pharmaceuticals Inc;Health Care;151,6;252,67;0;1,04;174.955;84,39;39369386348.00;97562000.00;16.185.404;2.453.707.246;21,91;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX
VIAB;Viacom Inc.;Consumer Discretionary;32,71;8,68;2.622.091;4,68;46,72;22,13;10601008017.00;5600000000.00;10.924.768;357.349.161;2,08;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB
V;Visa Inc.;Information Technology;113,86;32,72;0,70204765;2,8;126,88;84,88;270038723213.00;13086000000.00;14.433.654;1.643.415.844;9,4;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V
VNO;Vornado Realty Trust;Real Estate;66,18;16,22;3.744.428;4,33;111,72;660.101;12778779911.00;0.00;71.491.003;4.731.274.579;3,63;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO
VMC;Vulcan Materials;Materials;121,47;40,9;0,7797879;3,1;141,2;108,95;16964162228.00;970976000.00;57.576.876;6.993.863.128;3,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC
WMT;Wal-Mart Stores;Consumer Staples;100,02;23,1;1.983.471;4,39;109,98;66,89;304680931618.00;30721000000.00;0,82099426;82;3,89;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
WBA;Walgreens Boots Alliance;Consumer Staples;68,22;13,38;22.368.238;3,78;88;63,82;70862541911.00;7083000000.00;0,5904388;40;3,06;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA
WM;Waste Management Inc.;Industrials;79,12;25,36;20.800.195;2,66;89,73;69,55;35488486675.00;3896000000.00;32.787.669;2.594.160.371;6,73;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
WAT;Waters Corporation;Health Care;191,79;26,64;0;0,19;220,2;145,94;16064078572.00;773932000.00;69.824.114;13.391.566.824;6,15;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT
